achieved_period_ns,bram18,bram36,clock_port,design_name,dsp,ebops,epoch,estimated_fmax_mhz,ff,implementation,lines_written,lut,model,out_dir,parallelism,part,part_requested,rtl_dir,status,target_period_ns,ths_ns,tns_ns,top,top_requested,total_bitwidth,train_acc_pct,uram,val_acc_pct,whs_ns,wns_ns,latency_cycles,latency_ns
2.95,0,0,clk,deepset_N16_e841_ebops33798_P_12_BW_5875,0,33798,841,338.9830508474576,1623,arrc,51.0,25604,deepset_N16_e841_ebops33798,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_12_BW_5875_1/results,12.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_12_BW_5875_1/rtl,ok,5.0,,,top_module,top_module,5875.0,67.39,0,68.36,-0.062,2.05,4.0,11.8
2.831,0,0,clk,deepset_N16_e841_ebops33798_P_13_BW_5875,0,33798,841,353.2320734722713,1737,arrc,51.0,27247,deepset_N16_e841_ebops33798,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_13_BW_5875_1/results,13.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_13_BW_5875_1/rtl,ok,5.0,,,top_module,top_module,5875.0,67.39,0,68.36,-0.062,2.169,4.0,11.324
2.818,0,0,clk,deepset_N16_e841_ebops33798_P_14_BW_5875,0,33798,841,354.86160397445,1851,arrc,51.0,29036,deepset_N16_e841_ebops33798,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_14_BW_5875_1/results,14.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_14_BW_5875_1/rtl,ok,5.0,,,top_module,top_module,5875.0,67.39,0,68.36,-0.062,2.182,4.0,11.271999999999998
2.807,0,0,clk,deepset_N16_e841_ebops33798_P_15_BW_5875,0,33798,841,356.2522265764161,1965,arrc,51.0,30654,deepset_N16_e841_ebops33798,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_15_BW_5875_1/results,15.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_15_BW_5875_1/rtl,ok,5.0,,,top_module,top_module,5875.0,67.39,0,68.36,-0.062,2.193,4.0,11.228
2.601,0,0,clk,deepset_N16_e841_ebops33798_P_16_BW_5875,0,33798,841,384.46751249519417,2078,arrc,51.0,32309,deepset_N16_e841_ebops33798,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_16_BW_5875_1/results,16.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/P_16_BW_5875_1/rtl,ok,5.0,,,top_module,top_module,5875.0,67.39,0,68.36,-0.062,2.399,3.0,7.803
1.226,0,0,clk,deepset_N16_e989_ebops24070_P_1_BW_5041,0,24070,989,815.6606851549756,332,arrc,51.0,5776,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_1_BW_5041_1/results,1.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_1_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.063,3.774,18.0,22.068
1.379,0,0,clk,deepset_N16_e989_ebops24070_P_2_BW_5041,0,24070,989,725.1631617113851,427,arrc,51.0,6878,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_2_BW_5041_1/results,2.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_2_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,3.621,10.0,13.79
1.7879999999999998,0,0,clk,deepset_N16_e989_ebops24070_P_3_BW_5041,0,24070,989,559.2841163310962,522,arrc,51.0,8023,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_3_BW_5041_1/results,3.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_3_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,3.212,8.0,14.303999999999998
1.758,0,0,clk,deepset_N16_e989_ebops24070_P_4_BW_5041,0,24070,989,568.8282138794084,618,arrc,51.0,9110,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_4_BW_5041_1/results,4.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_4_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,3.242,6.0,10.548
2.227,0,0,clk,deepset_N16_e989_ebops24070_P_5_BW_5041,0,24070,989,449.034575662326,714,arrc,51.0,10301,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_5_BW_5041_1/results,5.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_5_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,2.773,6.0,13.362
2.049,0,0,clk,deepset_N16_e989_ebops24070_P_6_BW_5041,0,24070,989,488.0429477794046,809,arrc,51.0,11404,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_6_BW_5041_1/results,6.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_6_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.06,2.951,5.0,10.245
2.215,0,0,clk,deepset_N16_e989_ebops24070_P_7_BW_5041,0,24070,989,451.4672686230248,905,arrc,51.0,12585,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_7_BW_5041_1/results,7.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_7_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,2.785,5.0,11.075
2.209,0,0,clk,deepset_N16_e989_ebops24070_P_8_BW_5041,0,24070,989,452.69352648257126,1001,arrc,51.0,13747,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_8_BW_5041_1/results,8.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_8_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,2.791,4.0,8.836
2.631,0,0,clk,deepset_N16_e989_ebops24070_P_9_BW_5041,0,24070,989,380.0836183960472,1097,arrc,51.0,14706,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_9_BW_5041_1/results,9.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_9_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,2.369,4.0,10.523999999999996
2.714,0,0,clk,deepset_N16_e989_ebops24070_P_10_BW_5041,0,24070,989,368.45983787767136,1193,arrc,51.0,15955,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_10_BW_5041_1/results,10.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_10_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,2.286,4.0,10.856
2.838,0,0,clk,deepset_N16_e989_ebops24070_P_11_BW_5041,0,24070,989,352.36081747709653,1289,arrc,51.0,17181,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_11_BW_5041_1/results,11.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_11_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.056,2.162,4.0,11.352
2.697,0,0,clk,deepset_N16_e989_ebops24070_P_12_BW_5041,0,24070,989,370.78235076010384,1385,arrc,51.0,18276,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_12_BW_5041_1/results,12.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_12_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.056,2.303,4.0,10.788
2.842,0,0,clk,deepset_N16_e989_ebops24070_P_13_BW_5041,0,24070,989,351.8648838845883,1481,arrc,51.0,19292,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_13_BW_5041_1/results,13.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_13_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,2.158,4.0,11.368
3.133,0,0,clk,deepset_N16_e989_ebops24070_P_14_BW_5041,0,24070,989,319.1828917969997,1577,arrc,51.0,20376,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_14_BW_5041_1/results,14.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_14_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,1.867,4.0,12.532
2.986,0,0,clk,deepset_N16_e989_ebops24070_P_15_BW_5041,0,24070,989,334.8961821835231,1673,arrc,51.0,21512,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_15_BW_5041_1/results,15.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_15_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,2.014,4.0,11.944
2.757,0,0,clk,deepset_N16_e989_ebops24070_P_16_BW_5041,0,24070,989,362.7130939426913,1768,arrc,51.0,22692,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_16_BW_5041_1/results,16.0,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/P_16_BW_5041_1/rtl,ok,5.0,,,top_module,top_module,5041.0,65.73,0,67.32,-0.062,2.243,3.0,8.271
6.07,0,0,clk,baseline,0,146212,890,164.74464579901152,26297,baseline,,112671,deepset_N16_e890_ebops146212,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e890_ebops146212/baseline/results,,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e890_ebops146212/baseline/rtl,ok,5.0,,,vmodel,vmodel,,69.51,0,70.03,-0.073,-1.07,1.0,6.07
6.245,0,0,clk,baseline,0,80935,490,160.1281024819856,14115,baseline,,67594,deepset_N16_e490_ebops80935,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e490_ebops80935/baseline/results,,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e490_ebops80935/baseline/rtl,ok,5.0,,,vmodel,vmodel,,68.93,0,69.57,-0.073,-1.245,1.0,6.245
6.016,0,0,clk,baseline,0,52166,676,166.22340425531914,7999,baseline,,48720,deepset_N16_e676_ebops52166,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e676_ebops52166/baseline/results,,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e676_ebops52166/baseline/rtl,ok,5.0,,,vmodel,vmodel,,68.42,0,69.18,-0.073,-1.016,1.0,6.016
5.983,0,0,clk,baseline,0,33798,841,167.1402306535183,8398,baseline,,34157,deepset_N16_e841_ebops33798,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/baseline/results,,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e841_ebops33798/baseline/rtl,ok,5.0,,,vmodel,vmodel,,67.39,0,68.36,-0.071,-0.983,1.0,5.983
6.711,0,0,clk,baseline,0,24070,989,149.0090895544628,4319,baseline,,24344,deepset_N16_e989_ebops24070,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/baseline/results,,xcvu9p-flgb2104-2-i,xcvu9p-flgb2104-2-i,/mnt/ccnas2/bdp/bm920/da4ml/arrc/experiments/synthesis_results/deepset_from_checkpoints_flexi_parallelism/deepset_N16_e989_ebops24070/baseline/rtl,ok,5.0,,,vmodel,vmodel,,65.73,0,67.32,-0.073,-1.711,1.0,6.711000000000001
